,codeBlockId,codeBlock_start,codeBlock_end,codeBlock_fileinfo,codeblock_Code,tokens,codeCloneBlockId,codeCloneBlock_Fileinfo,Similarity_Tokens,Similarity_Variable_Flow,Similarity_MethodCall_Flow,nloc,change_type,Revision,datetime
0,CodeBlock4,123,140,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,"['  public void commandTest() {', '    class Delegate {', '      @Parameter(names = ""-a"")', '      public String a = ""b"";', '    }', '    class Command {', '      @ParametersDelegate', '      public Delegate delegate = new Delegate();', '    }', '', '    Command c = new Command();', '', '    JCommander cmd = new JCommander();', '    cmd.addCommand(""command"", c);', '', '    cmd.parse(""command -a a"".split("" ""));', '    Assert.assertEquals(c.delegate.a, ""a"");', '  }']","{'public': 3, 'void': 1, 'commandTest': 1, 'class': 2, 'TOKEN_VARIABLE': 13, '@Parameter': 1, 'STRING_LITERAL': 6, 'String': 1, 'new': 3, 'Delegate': 1, 'Command': 1, 'JCommander': 1, 'addCommand': 1, 'parse': 1, 'split': 1, 'assertEquals': 1}",CodeBlock15,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,0.5952380952380952,0.6666666666666666,0.8333333333333334,4,NA,3,2022-10-15 20:33:33.565759
1,CodeBlock4,123,140,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,"['  public void commandTest() {', '    class Delegate {', '      @Parameter(names = ""-a"")', '      public String a = ""b"";', '    }', '    class Command {', '      @ParametersDelegate', '      public Delegate delegate = new Delegate();', '    }', '', '    Command c = new Command();', '', '    JCommander cmd = new JCommander();', '    cmd.addCommand(""command"", c);', '', '    cmd.parse(""command -a a"".split("" ""));', '    Assert.assertEquals(c.delegate.a, ""a"");', '  }']","{'public': 3, 'void': 1, 'commandTest': 1, 'class': 2, 'TOKEN_VARIABLE': 13, '@Parameter': 1, 'STRING_LITERAL': 6, 'String': 1, 'new': 3, 'Delegate': 1, 'Command': 1, 'JCommander': 1, 'addCommand': 1, 'parse': 1, 'split': 1, 'assertEquals': 1}",CodeBlock18,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,0.5952380952380952,0.6666666666666666,0.8333333333333334,4,NA,3,2022-10-15 20:33:33.565759
2,CodeBlock4,123,140,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,"['  public void commandTest() {', '    class Delegate {', '      @Parameter(names = ""-a"")', '      public String a = ""b"";', '    }', '    class Command {', '      @ParametersDelegate', '      public Delegate delegate = new Delegate();', '    }', '', '    Command c = new Command();', '', '    JCommander cmd = new JCommander();', '    cmd.addCommand(""command"", c);', '', '    cmd.parse(""command -a a"".split("" ""));', '    Assert.assertEquals(c.delegate.a, ""a"");', '  }']","{'public': 3, 'void': 1, 'commandTest': 1, 'class': 2, 'TOKEN_VARIABLE': 13, '@Parameter': 1, 'STRING_LITERAL': 6, 'String': 1, 'new': 3, 'Delegate': 1, 'Command': 1, 'JCommander': 1, 'addCommand': 1, 'parse': 1, 'split': 1, 'assertEquals': 1}",CodeBlock19,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,0.6046511627906976,0.6666666666666666,0.8333333333333334,4,NA,3,2022-10-15 20:33:33.565759
3,CodeBlock4,123,140,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,"['  public void commandTest() {', '    class Delegate {', '      @Parameter(names = ""-a"")', '      public String a = ""b"";', '    }', '    class Command {', '      @ParametersDelegate', '      public Delegate delegate = new Delegate();', '    }', '', '    Command c = new Command();', '', '    JCommander cmd = new JCommander();', '    cmd.addCommand(""command"", c);', '', '    cmd.parse(""command -a a"".split("" ""));', '    Assert.assertEquals(c.delegate.a, ""a"");', '  }']","{'public': 3, 'void': 1, 'commandTest': 1, 'class': 2, 'TOKEN_VARIABLE': 13, '@Parameter': 1, 'STRING_LITERAL': 6, 'String': 1, 'new': 3, 'Delegate': 1, 'Command': 1, 'JCommander': 1, 'addCommand': 1, 'parse': 1, 'split': 1, 'assertEquals': 1}",CodeBlock37,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/PositiveIntegerTest.java,0.5581395348837209,0.6666666666666666,0.6666666666666666,4,NA,3,2022-10-15 20:33:33.565759
4,CodeBlock4,123,140,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,"['  public void commandTest() {', '    class Delegate {', '      @Parameter(names = ""-a"")', '      public String a = ""b"";', '    }', '    class Command {', '      @ParametersDelegate', '      public Delegate delegate = new Delegate();', '    }', '', '    Command c = new Command();', '', '    JCommander cmd = new JCommander();', '    cmd.addCommand(""command"", c);', '', '    cmd.parse(""command -a a"".split("" ""));', '    Assert.assertEquals(c.delegate.a, ""a"");', '  }']","{'public': 3, 'void': 1, 'commandTest': 1, 'class': 2, 'TOKEN_VARIABLE': 13, '@Parameter': 1, 'STRING_LITERAL': 6, 'String': 1, 'new': 3, 'Delegate': 1, 'Command': 1, 'JCommander': 1, 'addCommand': 1, 'parse': 1, 'split': 1, 'assertEquals': 1}",CodeBlock38,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/PositiveIntegerTest.java,0.5581395348837209,0.6666666666666666,0.6666666666666666,4,NA,3,2022-10-15 20:33:33.565759
5,CodeBlock11,42,57,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/MethodSetterTest.java,"['  public void setterThatThrows() {', '    class Arg {', '      @Parameter(names = ""--host"")', '      public void setHost(String host) {', '        throw new ParameterException(""Illegal host"");', '      }', '    }', '    boolean passed = false;', '    try {', '      JCommander.newBuilder().addObject(new Arg()).build().parse(""--host"", ""host"");', '    } catch(ParameterException ex) {', '      Assert.assertEquals(ex.getCause(), null);', '      passed = true;', '    }', '    Assert.assertTrue(passed, ""Should have thrown an exception"");', '  }']","{'public': 2, 'void': 2, 'setterThatThrows': 1, 'class': 1, 'TOKEN_VARIABLE': 11, '@Parameter': 1, 'STRING_LITERAL': 5, 'setHost': 1, 'String': 1, 'throw': 1, 'new': 2, 'ParameterException': 1, 'boolean': 1, 'try': 1, 'newBuilder': 1, 'addObject': 1, 'Arg': 1, 'build': 1, 'parse': 1, 'catch': 1, 'assertEquals': 1, 'getCause': 1, 'assertTrue': 1}",CodeBlock36,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/DefaultUsageFormatterTest.java,0.5652173913043478,0.6666666666666666,0.75,4,NA,3,2022-10-15 20:33:33.565759
6,CodeBlock15,11,22,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,"['  public void caseInsensitiveOption() {', '    class Arg {', '  ', '      @Parameter(names = { ""-p"", ""--param"" })', '      private String param;', '    }', '    Arg a = new Arg();', '    JCommander jc = new JCommander(a);', '    jc.setCaseSensitiveOptions(false);', '    jc.parse(""--PARAM"", ""foo"");', '    Assert.assertEquals(a.param, ""foo"");', '  }']","{'public': 1, 'void': 1, 'caseInsensitiveOption': 1, 'class': 1, 'TOKEN_VARIABLE': 10, '@Parameter': 1, 'STRING_LITERAL': 5, 'private': 1, 'String': 1, 'new': 2, 'Arg': 1, 'JCommander': 1, 'setCaseSensitiveOptions': 1, 'parse': 1, 'assertEquals': 1}",CodeBlock4,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/ParametersDelegateTest.java,0.5952380952380952,0.6666666666666666,0.8333333333333334,4,NA,3,2022-10-15 20:33:33.565759
7,CodeBlock15,11,22,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,"['  public void caseInsensitiveOption() {', '    class Arg {', '  ', '      @Parameter(names = { ""-p"", ""--param"" })', '      private String param;', '    }', '    Arg a = new Arg();', '    JCommander jc = new JCommander(a);', '    jc.setCaseSensitiveOptions(false);', '    jc.parse(""--PARAM"", ""foo"");', '    Assert.assertEquals(a.param, ""foo"");', '  }']","{'public': 1, 'void': 1, 'caseInsensitiveOption': 1, 'class': 1, 'TOKEN_VARIABLE': 10, '@Parameter': 1, 'STRING_LITERAL': 5, 'private': 1, 'String': 1, 'new': 2, 'Arg': 1, 'JCommander': 1, 'setCaseSensitiveOptions': 1, 'parse': 1, 'assertEquals': 1}",CodeBlock18,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,0.8709677419354839,1.0,1.0,4,NA,3,2022-10-15 20:33:33.565759
8,CodeBlock15,11,22,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,"['  public void caseInsensitiveOption() {', '    class Arg {', '  ', '      @Parameter(names = { ""-p"", ""--param"" })', '      private String param;', '    }', '    Arg a = new Arg();', '    JCommander jc = new JCommander(a);', '    jc.setCaseSensitiveOptions(false);', '    jc.parse(""--PARAM"", ""foo"");', '    Assert.assertEquals(a.param, ""foo"");', '  }']","{'public': 1, 'void': 1, 'caseInsensitiveOption': 1, 'class': 1, 'TOKEN_VARIABLE': 10, '@Parameter': 1, 'STRING_LITERAL': 5, 'private': 1, 'String': 1, 'new': 2, 'Arg': 1, 'JCommander': 1, 'setCaseSensitiveOptions': 1, 'parse': 1, 'assertEquals': 1}",CodeBlock19,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,0.875,0.8333333333333334,0.8333333333333334,4,NA,3,2022-10-15 20:33:33.565759
9,CodeBlock17,36,50,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/FinderTest.java,"['  public void caseInsensitiveArguments() throws Exception {', '    @Parameters(separators = ""="")', '    class TestJobRunnerArgs {', '      @Parameter(names = ""someParameter2"")', '      private String someParameter2;', '    }', '', '    String[] testValues = {""someparameter2=2""};', '    TestJobRunnerArgs testJobRunnerArgs = new TestJobRunnerArgs();', '', '    JCommander jCommander = JCommander.newBuilder().addObject(testJobRunnerArgs).build();', '    jCommander.setCaseSensitiveOptions(false);', '    jCommander.parse(testValues);', '    Assert.assertEquals(""2"", testJobRunnerArgs.someParameter2);', '  }']","{'public': 1, 'void': 1, 'caseInsensitiveArguments': 1, 'throws': 1, 'TOKEN_VARIABLE': 14, '@Parameters': 1, 'STRING_LITERAL': 4, 'class': 1, '@Parameter': 1, 'private': 1, 'String': 2, 'new': 1, 'TestJobRunnerArgs': 1, 'newBuilder': 1, 'addObject': 1, 'build': 1, 'setCaseSensitiveOptions': 1, 'parse': 1, 'assertEquals': 1}",CodeBlock32,/content/drive/MyDrive/data/jcommander-master/src/test/java/com/beust/jcommander/DefaultUsageFormatterTest.java,0.5510204081632653,0.75,0.6666666666666666,4,NA,3,2022-10-15 20:33:33.565759
